company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
Alibaba,OpenAI,"object to how we process your personal data; 1.6 withdraw your consent; and/or 1.7 make a complaint to the data protection agency in your country. you can exercise some of these rights through your services account. if you are unable to exercise your rights through your account, please submit your request","object to how we process your personal data when our processing is based on legitimate interests. you can exercise some of these rights through your <PROVIDER> account using the tools described in the data controls section. if you are unable to exercise your rights through your account, please submit your request",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260708065219/index.txt,User Choice/Control
OpenAI,xAI,information: we have pages on social media sites,information: we have pages on social media sites,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,First-party Data Collection
OpenAI,xAI,factual accuracy of output from our models. if,factual accuracy of output from our models. if,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
OpenAI,xAI,"privacy policy from time to time. when we do, we will publish an updated version and effective date on this page, unless another type of notice is required by applicable law","privacy policy from time to time. when we do, we will publish an updated version and effective date on this page, unless another type of notice is required by applicable law",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Policy Change
Anthropic,OpenAI,"contract with you, such as processing your contact","contract with you, such as processing your contact",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
OpenAI,xAI,"like instagram, facebook, medium, x, youtube and linkedin","like instagram, facebook, medium, x, youtube, and linkedin",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260306150809/privacy-policy.txt,Other
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate.for this reason, you should not rely on the factual accuracy of output from our models. if you notice that","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and then predicting the next most likely words that might appear in response. in some cases, the most likely next words may not be the most factually accurate ones. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20230428055017/privacy-policy.txt,Model Training
Alibaba,xAI,"to provide you with a service you have requested or to comply with applicable legal, tax or accounting requirements). in certain circumstances, we will need to keep your information for legal reasons after your account has been deleted. the specific retention periods depend on the nature of the information and why it is collected and processed and the nature of the legal requirement. we keep your information when we have a legal obligation to do so","to provide you with a service you have requested or to comply with applicable legal requirements). in certain circumstances, we will need to keep your information for legal reasons after our contractual relationship has ended. the specific retention periods depend on the nature of the information and why it is collected and processed and the nature of the legal requirement. for example, we may retain your personal information: • when we have a legal obligation to do so",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Data Retention
DeepSeek,OpenAI,"compliance with our legal obligations when we use your personal data to comply with applicable law or when we protect our or our affiliates’, users’, or third parties’ rights, safety, and property.our legitimate interests to ensure that the platform is safe and secure. compliance with our legal obligations when we use your personal data to comply with applicable law or when we protect our or our affiliates’, users’, or third parties’ rights, safety, and property","compliance with our legal obligations when we use your personal information to comply with applicable law or when we protect our or our affiliates’, users’, or third parties’ rights, safety, and property",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Data Security
Anthropic,DeepSeek,services. your consent when we ask for it,services.your consent when we ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Other
DeepSeek,OpenAI,to process your personal data for a specific,to process your personal data for a specific,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
DeepSeek,OpenAI,"our affiliates’, users’, or third parties’ rights, safety","our affiliates’, users’, or third parties’ rights, safety",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
Cohere,Mistral,the security and integrity of the <PROVIDER> products,the security and integrity of the <PROVIDER> products,privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_PP/20260101000000/privacy-policy.txt,Data Security
OpenAI,xAI,the right to request deletion of your personal information,the right to request deletion of your personal information,privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,"User Access, Edit and Deletion"
OpenAI,xAI,verification.in order to protect your personal information,verification: in order to protect your personal information,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,Data Security
OpenAI,xAI,"information that is publicly available on the internet, to develop the models that power our services. for more information on the sources of information used","information that is publicly available on the internet to train our models and provide resulting output. while we do not intentionally seek out personal information, we understand that there is personal information incidentally included in these datasets. for more information on the sources of information used",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250710000000/privacy-policy.txt,Model Training
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com⁠(opens in a new window) or to <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models. for",privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,"User Access, Edit and Deletion"
Anthropic,Cohere,"communicate with you, including to send you information about our","communicate with you, including to send you information about our products and events communicate with you, including to send you information about our",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,Other
OpenAI,xAI,necessary to protect the vital interests of you or,necessary to protect the vital interests of you or,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,Data Security
DeepSeek,xAI,the right to withdraw your consent at any time,the right to withdraw your consent at any time,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,User Choice/Control
Anthropic,xAI,"where applicable, we will collect your feedback (as","where applicable, we will collect your feedback (as",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230330164702/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,First-party Data Collection
Anthropic,Cohere,"communicate with you, including to send you information","communicate with you, including to send you information",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,Other
OpenAI,xAI,determine the general area from which your device accesses our services based on information like its ip address,determine the general area from which your device accesses our services based on information like its ip address,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250710000000/privacy-policy.txt,First-party Data Collection
Alibaba,OpenAI,"address, browser type and settings, the date and time of your request, and how you interact with our services. log data information we automatically collect during your use of the services usage data: we may collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection","address, browser type and settings, the date and time of your request, and how you interact with our website. usage data: we may automatically collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,First-party Data Collection
Cohere,xAI,we collect personal information that you provide to,we collect personal information that you provide to,privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,First-party Data Collection
OpenAI,xAI,we may determine the general area from which,we may determine the general area from which,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,Other
Anthropic,xAI,similar technologies we and our service providers use cookies,"similar technologies: we and our service providers use cookies and other similar technologies to operate and improve our services. this data obtained from these cookies and similar technologies may be used for several different purposes, including to: cookies and similar technologies: we and our service providers use cookies",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260405054535/privacy-policy.txt,First-party Data Collection
Alibaba,OpenAI,"13. if you have reason to believe that a child under 13 has provided personal data to us through the services, please contact our dpo via the contact details set out below. we will investigate any notification and, if appropriate, delete the personal","13. if you have reason to believe that a child under the age of 13 has provided personal information to <PROVIDER> through the service please email us <EMAIL> . we will investigate any notification and if appropriate, delete the personal",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20230314210410/privacy-policy.txt,Children's Privacy
Cohere,OpenAI,"information in the following circumstances, as described above","information in the following circumstances, as described above",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Other
Anthropic,DeepSeek,consent when we ask for it to process,consent when we ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Other
Alibaba,OpenAI,you can exercise some of these rights through your,you can exercise some of these rights through your,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,"User Access, Edit and Deletion"
OpenAI,xAI,"that we process on behalf of customers of our business offerings, such as","that we process on behalf of customers of our business offerings, such as",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,Other
Cohere,OpenAI,"as described above: vendors, service providers and affiliates","as described above:vendors, service providers, and affiliates",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Third Party Sharing/Collection
DeepSeek,OpenAI,"where required, we will use appropriate safeguards for transferring personal information outside of","where required, we will use appropriate safeguards for transferring personal information outside of",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Data Transfer
Alibaba,DeepSeek,"information that your browser or device automatically sends when you use our services. log data includes your device brand, model and id, internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. information we automatically collect during your use of the services usage data : we collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take","information that your browser or device automatically sends when you use our services. log data includes your internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. log data usage information. we collect information regarding your use of the services, such as the features you use and the actions you take",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,First-party Data Collection
Anthropic,DeepSeek,ask for it to process your personal data,ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process your personal data,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Other
AI21,xAI,use your personal information for the following purposes,use your personal information for the following purposes,privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,Other
Anthropic,xAI,submit a correction request and we will make,submit a correction request and we will make,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,"User Access, Edit and Deletion"
Anthropic,DeepSeek,"protect our business, employees and users from illegal","protect our business, employees and users from illegal",privacy_policies/new_unique_text_PP/Anthropic_PP/20240304151321/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Data Security
OpenAI,xAI,we have pages on social media sites like,we have pages on social media sites like,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,First-party Data Collection
Anthropic,xAI,"fraud, abuse, and other trust and safety protocols; and protecting our rights and the rights of others. where you have given us yourconsent. you have the right to withdraw your consent at any time. consent where","fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety protocols; processing job applications and managing, improving, and safeguarding our recruiting and hiring processes; and processing job applications and managing, improving, and safeguarding our recruiting and hiring processes; and protecting our rights and the rights of others. protecting our rights and the rights of others. consent: where you have given us your consent. when we process personal information based on your consent, it will be expressly indicated to you at the point and time of collection. you have the right to withdraw your consent at any time. consent: where you have given us your consent. when we process personal information based on your consent, it will be expressly indicated to you at the point and time of collection. you have the right to withdraw your consent at any time",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241117131907/privacy-policy.txt,User Choice/Control
Anthropic,OpenAI,"from loss, misuse, and unauthorized access, disclosure, alteration, or destruction","from loss, misuse, and unauthorized access, disclosure, alteration, or destruction",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Data Security
Alibaba,Anthropic,"we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to a prompt. if you rate an output in response to a prompt—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. feedback communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data such as your name, contact information, and the contents of","we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to an input (""feedback""). if you rate an output in response to an input—for example, by using the thumbs up/thumbs down icon—we will store the entire related conversation as part of your feedback. you can learn more about how we use feedback here. communication information: if you communicate with us, including via our chatbot on our help site, we collect your name, contact information, and the contents of",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/Anthropic_PP/20250501000000/privacy.txt,First-party Data Collection
Anthropic,xAI,"exceptions. please note that we cannot guarantee the factual accuracy of outputs. if outputs contain factually inaccurate personal data relating to you, you can submit a correction request and we will make every effort to correct this information—but due to the technical complexity of our","exceptions.please note that we cannot guarantee the factual accuracy of output from our models. if output contains factually inaccurate personal information relating to you, you can submit a correction request and we will make reasonable efforts to correct this information — but due to the technical complexity of our",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260306150809/privacy-policy.txt,"User Access, Edit and Deletion"
DeepSeek,xAI,not share your personal information with third parties,not share your personal information with third parties,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20231208073102/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,Third Party Sharing/Collection
Anthropic,xAI,"applicable, we will collect your feedback (as defined","applicable, we will collect your feedback (as defined",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230330164702/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,First-party Data Collection
AI21,Mistral,you have the right to lodge a complaint,you have the right to lodge a complaint,privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/Mistral_old_PP/20231211094117/Policy.txt,Other
OpenAI,xAI,information”). social media information: we have pages on,information. social media information: we have pages on,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,First-party Data Collection
Anthropic,OpenAI,"you, including to send you information about our","you, including to send you information about our",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Other
Alibaba,OpenAI,with legal obligations and to protect the rights,with legal obligations and to protect the rights,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Data Security
Anthropic,xAI,"help us to recognize you, customize or personalize","help us to recognize you, customize or personalize",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260306150809/privacy-policy.txt,First-party Data Collection
DeepSeek,xAI,factual accuracy of output from our models. if,factual accuracy of output from our models. if,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
DeepSeek,OpenAI,take special care in deciding what information you send to us via,take special care in deciding what information you send to us via,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_old_PP/20220323134726/privacy.txt,Other
Cohere,OpenAI,"communicate with you, including to send you information","communicate with you, including to send you information",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
Mistral,xAI,this privacy policy. this privacy policy does not apply,this privacy policy. this privacy policy does not apply,privacy_policies/new_unique_text_PP/Mistral_PP/20250527000000/terms.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
OpenAI,xAI,"from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no internet or e-mail transmission is ever fully secure or error free. in particular, e-mail sent to or from us may not be secure. therefore, you should take special care in deciding what information you","from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no security measure or method of data transmission over the internet is 100% secure. therefore, you should take special care in deciding what information you",privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Data Security
Anthropic,DeepSeek,"employees and users from illegal activities, inappropriate behavior","employees and users from illegal activities, inappropriate behavior",privacy_policies/new_unique_text_PP/Anthropic_PP/20240304151321/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Other
Cohere,OpenAI,"the following purposes, as described above: provide, analyze","the following purposes, as described above: provide, analyze",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Other
OpenAI,xAI,the right to request deletion of your personal information,the right to request deletion of your personal information. the right to request deletion of your personal information,privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,"User Access, Edit and Deletion"
Anthropic,Mistral,we use your personal data for the following,we use your personal data for the following,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_PP/20250221130852/terms.txt,Other
Anthropic,Mistral,to identify and repair errors that impair existing,to identify and repair errors that impair existing,privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/Mistral_PP/20260101000000/privacy-policy.txt,Other
Cohere,OpenAI,"in the following circumstances, as described above: vendors","in the following circumstances, as described above:vendors",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Third Party Sharing/Collection
DeepSeek,OpenAI,ask for it to process your personal data,ask for it to process your personal data,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
Anthropic,xAI,but due to the technical complexity of our,but due to the technical complexity of our,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
Anthropic,xAI,and enforcing violations of our terms including misuse,and enforcing violations of our terms including misuse,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Data Security
Anthropic,OpenAI,"to communicate with you, including to send you","to communicate with you, including to send you",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
OpenAI,xAI,<EMAIL> ⁠. you can contact our data protection officer,<EMAIL> you can contact our data protection officer,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,Data Security
Mistral,OpenAI,"to communicate with you, including to send you","to communicate with you, including to send you information or marketing about our services and events to communicate with you, including to send you",privacy_policies/new_unique_text_PP/Mistral_PP/20250527000000/terms.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
OpenAI,xAI,we may determine the general area from which your device accesses our services based on information like its ip address for security reasons and to make your product experience better,we may determine the general area from which your device accesses our services based on information like its ip address for security reasons and to make your product experience better,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Data Security
AI21,OpenAI,comply with legal obligations and to protect the,"comply with legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the",privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
DeepSeek,OpenAI,"however, no internet or email transmission is ever fully secure or error free. in particular, emails sent to or from us may not be secure.therefore, you should take special care in deciding what personal data you send to us via the services or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the services, or third-party websites. therefore, you should take special care in deciding what personal data you send to us via the services or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the","however, no internet or email transmission is ever fully secure or error free. therefore, you should take special care in deciding what information you provide to the services. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the",privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Data Security
Alibaba,OpenAI,"object to how we process your personal data; 1.6 withdraw your consent; and/or 1.7 make a complaint to the data protection agency in your country. you can exercise some of these rights through your services account. if you are unable to exercise your rights through your account, please submit your request","object to how we process your personal data. lodge a complaint with your local data protection authority. you can exercise some of these rights through your <PROVIDER> account. if you are unable to exercise your rights through your account, please submit your request",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,User Choice/Control
OpenAI,xAI,for more information on the sources of information used to develop our large language models,for more information on the sources of information used to develop our large language models,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Model Training
Anthropic,OpenAI,"you have the right to lodge a complaint with the supervisory authority in the place in which you live or work. a full list of eu supervisory authorities’ contact details is availablehere. if you live or work in the <JURISDICTION> , you have the right to lodge a complaint with theuk information commissioner’s office. if you live in brazil, you have the right to lodge a complaint with thebrazilian data protection authority (anpd).if you live in australia, you have the right to lodge a complaint with",you have the right to lodge a complaint with,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20230314210410/privacy-policy.txt,International and Specific Audiences
Anthropic,xAI,that <PROVIDER> returned inaccurate information in an output,that <PROVIDER> returned inaccurate information in an output,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
Alibaba,OpenAI,understand how our services are used (for example,"understand how our services are used, for example",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,Other
Anthropic,Mistral,you have the right to withdraw your consent,you have the right to withdraw your consent,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_old_PP/20231211094117/Policy.txt,User Choice/Control
AI21,OpenAI,processing and storing your personal data in our facilities and servers in the <JURISDICTION>,processing and storing your personal data in our facilities and servers in the <JURISDICTION>,privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,International and Specific Audiences
Anthropic,xAI,"services, fraud, abuse, and other trust and safety","services, fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241117131907/privacy-policy.txt,Data Security
