case_hash,occurrence_count,company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
86e81d3748b972f056cdded358b811520166bb3d,10,Anthropic,DeepSeek,ask for it to process your personal data,ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process your personal data,Anthropic_PP\20241219083518\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
87539e29af240013368daa74137bd92a2e1089c0,1,AI21,xAI,use your personal information for the following purposes,use your personal information for the following purposes,AI21_PP\20250729000000\index.txt,xAI_PP\20231106075325\privacy-policy.txt,Other
87549565c82af38aa32cbd1efc23b9d1af0354ee,66,Anthropic,xAI,submit a correction request and we will make,submit a correction request and we will make,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
87a836234d05bcfa986225902d7a1e58d2f924dd,40,Anthropic,DeepSeek,"protect our business, employees and users from illegal","protect our business, employees and users from illegal",Anthropic_PP\20240304151321\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Data Security
87bd9d882be14da464f7ecf28a7bb9bda46523cf,144,OpenAI,xAI,we have pages on social media sites like,we have pages on social media sites like,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
8893bb4cb1c9bba9f29d5bca36db834855c21d58,8,Anthropic,xAI,"fraud, abuse, and other trust and safety protocols; and protecting our rights and the rights of others. where you have given us yourconsent. you have the right to withdraw your consent at any time. consent where","fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety protocols; processing job applications and managing, improving, and safeguarding our recruiting and hiring processes; and processing job applications and managing, improving, and safeguarding our recruiting and hiring processes; and protecting our rights and the rights of others. protecting our rights and the rights of others. consent: where you have given us your consent. when we process personal information based on your consent, it will be expressly indicated to you at the point and time of collection. you have the right to withdraw your consent at any time. consent: where you have given us your consent. when we process personal information based on your consent, it will be expressly indicated to you at the point and time of collection. you have the right to withdraw your consent at any time",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241117131907\privacy-policy.txt,User Choice/Control
88c273fc4feeb7b851c0e137cf8d7d9ceac50df9,54,Anthropic,OpenAI,"from loss, misuse, and unauthorized access, disclosure, alteration, or destruction","from loss, misuse, and unauthorized access, disclosure, alteration, or destruction",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Data Security
88fa06a2205adafbf12d3f39e900e6f9f8dd6f56,1,Alibaba,Anthropic,"we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to a prompt. if you rate an output in response to a prompt—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. feedback communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data such as your name, contact information, and the contents of","we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to an input (""feedback""). if you rate an output in response to an input—for example, by using the thumbs up/thumbs down icon—we will store the entire related conversation as part of your feedback. you can learn more about how we use feedback here. communication information: if you communicate with us, including via our chatbot on our help site, we collect your name, contact information, and the contents of",Alibaba_PP\20250410000000\Qwen.txt,Anthropic_PP\20250501000000\privacy.txt,First-party Data Collection
89688235aaedd95b90c56cf33731b6397991558b,14,DeepSeek,xAI,not share your personal information with third parties,not share your personal information with third parties,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Third-Party Sharing/Collection
89d33f379a5eb5600ed5c25a71d5b2c605b22a12,12,Anthropic,xAI,"applicable, we will collect your feedback (as defined","applicable, we will collect your feedback (as defined",Anthropic_old_PP\20230330164702\legal.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
89f06bed9c3872cbbbd671a8b2ed2ceb1c7f1666,22,AI21,Mistral,you have the right to lodge a complaint,you have the right to lodge a complaint,AI21_PP\20250729000000\index.txt,Mistral_old_PP\20231211094117\Policy.txt,Other
8a1354938ab9a78aa156c06c00d4e3890218b51d,34,OpenAI,xAI,information”). social media information: we have pages on,information. social media information: we have pages on,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,First-party Data Collection
8a624b7def0a63bf324a13b6600ea6cd1345e0ad,36,Anthropic,OpenAI,"you, including to send you information about our","you, including to send you information about our",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,Other
8a984f74cf4c6c70fc756e406df3d594ddee6ef8,9,Alibaba,OpenAI,with legal obligations and to protect the rights,with legal obligations and to protect the rights,Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
8ac6649762d79025ad2699dce38682937cb5c029,30,DeepSeek,xAI,factual accuracy of output from our models. if,factual accuracy of output from our models. if,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Model Training
8ac9fa93d5cec68da607918d139e7edbc141974f,2,DeepSeek,OpenAI,take special care in deciding what information you send to us via,take special care in deciding what information you send to us via,DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,OpenAI_old_PP\20220323134726\privacy.txt,Other
8b23cc482caf9210a7953402a481ee13971d26af,1,Mistral,xAI,this privacy policy. this privacy policy does not apply,this privacy policy. this privacy policy does not apply,Mistral_PP\20250527000000\terms.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
8b4ab237960454b8088af1dd893f485144186382,2,OpenAI,xAI,"from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no internet or e-mail transmission is ever fully secure or error free. in particular, e-mail sent to or from us may not be secure. therefore, you should take special care in deciding what information you","from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no security measure or method of data transmission over the internet is 100% secure. therefore, you should take special care in deciding what information you",OpenAI_PP\20230227230602\privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Data Security
8bd389b72b6c837eca9d666b893a98a86f471d8c,40,Anthropic,DeepSeek,"employees and users from illegal activities, inappropriate behavior","employees and users from illegal activities, inappropriate behavior",Anthropic_PP\20240304151321\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
8c6f59e38954ba6c59b17700349cac770ca6809d,2,OpenAI,xAI,the right to request deletion of your personal information,the right to request deletion of your personal information. the right to request deletion of your personal information,OpenAI_PP\20230227230602\privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
8ce463780000cace630d0f785409d0d701137046,66,Anthropic,Mistral,we use your personal data for the following,we use your personal data for the following,Anthropic_PP\20240225205441\privacy.txt,Mistral_PP\20250221130852\terms.txt,Other
8d46fe00db7a23c88583f0b4dc2cf724a3de90fc,30,DeepSeek,OpenAI,ask for it to process your personal data,ask for it to process your personal data,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
8d83623c039d080c6ad25691e773cb1f6d2dd7de,66,Anthropic,xAI,but due to the technical complexity of our,but due to the technical complexity of our,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
8d928e8acb7bf0d90d688711ee89649f396672c9,144,Anthropic,xAI,and enforcing violations of our terms including misuse,and enforcing violations of our terms including misuse,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Data Security
8dace01ad045b9d97d34ebfd71eb976f4d9c0af2,16,Anthropic,OpenAI,"to communicate with you, including to send you","to communicate with you, including to send you",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
8e627bb7b2f172492dd9352d6df13c7850b9ec01,6,OpenAI,xAI,<EMAIL> ⁠. you can contact our data protection officer,<EMAIL> you can contact our data protection officer,OpenAI_PP\20241203173911\privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Data Security
8e85afdae888b41985474154b58d1021a37b7b31,1,Mistral,OpenAI,"to communicate with you, including to send you","to communicate with you, including to send you information or marketing about our services and events to communicate with you, including to send you",Mistral_PP\20250527000000\terms.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
8ed4264520dd9402fa64bf30f81f70d74876be53,6,OpenAI,xAI,we may determine the general area from which your device accesses our services based on information like its ip address for security reasons and to make your product experience better,we may determine the general area from which your device accesses our services based on information like its ip address for security reasons and to make your product experience better,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Data Security
8edd057f60243af672e49a3de7ba56d74c53af44,1,AI21,OpenAI,comply with legal obligations and to protect the,"comply with legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the",AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
8f3aa3f200619fe754cb2ac886ee4813b468dfbc,4,Alibaba,OpenAI,"object to how we process your personal data; 1.6 withdraw your consent; and/or 1.7 make a complaint to the data protection agency in your country. you can exercise some of these rights through your services account. if you are unable to exercise your rights through your account, please submit your request","object to how we process your personal data. lodge a complaint with your local data protection authority. you can exercise some of these rights through your <PROVIDER> account. if you are unable to exercise your rights through your account, please submit your request",Alibaba_PP\20250410000000\Qwen.txt,OpenAI_PP\20241203173911\privacy-policy.txt,User Choice/Control
8f49d3eac50d3262fcfce1b6e18427213126fd71,3,OpenAI,xAI,for more information on the sources of information used to develop our large language models,for more information on the sources of information used to develop our large language models,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250103080755\privacy-policy.txt,Model Training
8f6f15e4838be47c30934716ced0086dcce7e1a6,16,Anthropic,OpenAI,"you have the right to lodge a complaint with the supervisory authority in the place in which you live or work. a full list of eu supervisory authorities’ contact details is availablehere. if you live or work in the <JURISDICTION> , you have the right to lodge a complaint with theuk information commissioner’s office. if you live in brazil, you have the right to lodge a complaint with thebrazilian data protection authority (anpd).if you live in australia, you have the right to lodge a complaint with",you have the right to lodge a complaint with,Anthropic_PP\20241219083518\privacy.txt,OpenAI_PP\20230314210410\privacy-policy.txt,International & Special Audiences
900278c21d89fc95baa33061c6c81b8fb777493e,4,Anthropic,xAI,that <PROVIDER> returned inaccurate information in an output,that <PROVIDER> returned inaccurate information in an output,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Model Training
902c0de36658baa523e4f5a1590fc8869a7f7099,264,Anthropic,Mistral,you have the right to withdraw your consent,you have the right to withdraw your consent,Anthropic_PP\20240225205441\privacy.txt,Mistral_old_PP\20231211094117\Policy.txt,User Choice/Control
90385c57c9111809c3d9e9d475d2f5120be90e92,16,Anthropic,xAI,"services, fraud, abuse, and other trust and safety","services, fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241117131907\privacy-policy.txt,Data Security
90ca066a98ffe7d28e0eec59b9055a075d07e0cf,88,Anthropic,OpenAI,we receive automatically from your use of the services when you,"we receive automatically from your use of the services: when you visit, use, or interact with the services, we receive the following information about your visit, use, or interactions (“technical information”): personal information we receive automatically from your use of the services",Anthropic_PP\20240225205441\privacy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Other
90d8bf662d985889f4cf4f5a2357dc2faa9d2925,20,DeepSeek,OpenAI,"or our affiliates’, users’, or third parties’ rights","or our affiliates’, users’, or third parties’ rights",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
90e40df84f89280cad34b0a33179e04d59c8ac21,1,AI21,OpenAI,with legal obligations and to protect the rights,"with legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights",AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
90fda7dbb8b3cbe186804f559ee252efc4ed16d9,20,OpenAI,xAI,from which your device accesses our services based,from which your device accesses our services based,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,User Access/Edit/Deletion
910643b191ef3a6134b9068e147d23d4a0805b3c,2,Alibaba,xAI,"to provide you with a service you have requested or to comply with applicable legal, tax or accounting requirements). in certain circumstances, we may need to retain your personal data after your account has been deleted. the specific retention periods depend on the nature of the personal data and why it is collected and processed and the nature of the legal requirement. for example, we will retain your personal data when we have a legal obligation to do so","to provide you with a service you have requested or to comply with applicable legal requirements). in certain circumstances, we will need to keep your information for legal reasons after our contractual relationship has ended. the specific retention periods depend on the nature of the information and why it is collected and processed and the nature of the legal requirement. for example, we may retain your personal information: when we have a legal obligation to do so (e.g., if we receive a court order, we would retain your information for longer than our usual retention periods); when we have a legal obligation to do so",Alibaba_PP\20250410000000\Qwen.txt,xAI_PP\20250103080755\privacy-policy.txt,Data Retention
91d63f7b181f6db60a6346713686a560cc1bb4c2,2,Anthropic,OpenAI,"you, such as processing your contact information to send you a technical announcement about the services.your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications. where necessary to perform a contract with","you, such as processing your contact information to send you a technical announcement about the services.your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications. where necessary to perform a contract with you, such as processing your contact information to send you a technical announcement about the services. your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,First-party Data Collection
91f3f7648ae94b8efa8a44ef59e369317a207759,16,Anthropic,xAI,and enforcing violations of our terms including misuse,"and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241117131907\privacy-policy.txt,Data Security
9203cd52a02d89e978c8a95d32f2b99ce86bc504,5,Cohere,DeepSeek,contact us if you have any questions or,contact us if you have any questions or,Cohere_old_PP\20210530222620\privacy.txt,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,Other
9216432fd92638e1e99f8cb9e13fb1bcdc4429f2,36,Anthropic,OpenAI,including to send you information about our services,including to send you information about our services,Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,Other
92a5102db84a9d93ad00ffcc7bac24cf5153a094,3,Anthropic,xAI,"exceptions. please note that we cannot guarantee the factual accuracy of outputs. if outputs contain factually inaccurate personal data relating to you, you can submit a correction request and we will make every effort to correct this information—but due to the technical complexity of our","exceptions. please note that we cannot guarantee the factual accuracy of output from our models. if output contains factually inaccurate personal information relating to you, you can submit a correction request and we will make reasonable efforts to correct this information — but due to the technical complexity of our",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20250215010404\privacy-policy.txt,User Access/Edit/Deletion
92d1db8d07239701b4914640116c8c731a1e6f1a,3,Alibaba,OpenAI,"communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data such as your name, contact information, and the contents of the messages you send","communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data like your name, contact information, and the contents of the messages you send",Alibaba_PP\20250425000000\Qwen.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,First-party Data Collection
92ede6485a09278d2498fc35a89c0be8b5839800,4,AI21,OpenAI,or “share” personal data for cross-contextual behavioral advertising and we do not process personal,"or “share” personal data for cross-contextual behavioral advertising, and we do not process personal",AI21_PP\20250729000000\index.txt,OpenAI_PP\20241203173911\privacy-policy.txt,Other
939f8a05fe5f02b32d1f0c7fcfee959d4bafd5e0,84,OpenAI,xAI,"vendors and service providers, including providers of hosting",vendors and service providers including providers of hosting,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Third-Party Sharing/Collection
93dc624fd92ecc1f699e12138c187efa08ac129d,10,Anthropic,DeepSeek,for it to process your personal data for,for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process your personal data for,Anthropic_PP\20241219083518\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
94bfcf2d824a5b54c9d0295872fa12a810256f13,3,AI21,OpenAI,to comply with legal obligations and to protect,to comply with legal obligations and to protect,AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
94dbd9177b5b19bfcb5d2100eded81e822d5b89d,8,OpenAI,xAI,"sites like instagram, facebook, medium, x, youtube and","sites like instagram, facebook, medium, x, youtube and",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
94de2325bd325eddd59ebf57c2519546950d7e04,2,Alibaba,xAI,we use cookies and similar technologies to operate,we use cookies and similar technologies to operate,Alibaba_old_PP\20250120114200\Qwen.txt,xAI_PP\20250124023459\privacy-policy.txt,First-party Data Collection
9500ba5be0a5c191369fd28fb772f4e86c013750,9,Alibaba,DeepSeek,your personal data for the purposes set out in the table,your personal data for the purposes set out in the table,Alibaba_old_PP\20250120114200\Qwen.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
953f39a5ae7f662b82e641135a10d57c6f1900dd,51,OpenAI,xAI,"from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no","from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Data Security
95ba7459c95f8c56210591abdf95fc04d6777683,32,Anthropic,xAI,rights do not override our interests. our legitimate,rights do not override our interests. our legitimate,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
95ec8e2c95f8154f9b18f9ce2203311d6fc9e1cc,24,OpenAI,xAI,on the sources of information used to develop,on the sources of information used to develop,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
960cf8aa0ddf8e59853553f6503f142de0e85576,13,ByteDance,xAI,not share your personal information with third parties,not share your personal information with third parties,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Third-Party Sharing/Collection
964c55bacc806862d038488e7bd263fa2c04515c,2,Alibaba,OpenAI,"our services are not directed to, or intended for, the individual under 18. we do not knowingly collect personal data from children under 13. if you have reason to believe that a child under 13 has provided personal data to us through the services, please contact our dpo via the contact details set out below. we will investigate any notification and, if appropriate, delete the personal data from our systems","our services are not directed to, or intended for, children under 13. we do not knowingly collect personal data from children under 13. if you have reason to believe that a child under 13 has provided personal data to <PROVIDER> through the services, please email us <EMAIL> . we will investigate any notification and, if appropriate, delete the personal data from our systems",Alibaba_PP\20250410000000\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Children's Privacy
971e86a3aef4d7ec2f9f294c39b282d8d3e9a636,45,OpenAI,xAI,"on this page, unless another type of notice is required by applicable law","on this page, unless another type of notice is required by applicable law",OpenAI_PP\20230227230602\privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Other
975fe4cd6eb13d4c3f03404a6c8945c58308d904,32,Anthropic,xAI,and your interests and rights do not override,and your interests and rights do not override,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
97d0f2ca184109fd40e809403aed2607c51d1ef5,11,Anthropic,Mistral,"you have the right to lodge a complaint with the supervisory authority in the place in which you live or work. a full list of eu supervisory authorities’ contact details is availablehere. if you live or work in the <JURISDICTION> , you have the right to lodge a complaint",you have the right to lodge a complaint,Anthropic_PP\20240607083447\privacy.txt,Mistral_old_PP\20231211094117\Policy.txt,International & Special Audiences
9888284a9cc72adcdc3915294f0dd42b9b893322,6,DeepSeek,xAI,"security partners, to protect against fraud, abuse, and other security threats to our services","security partners to protect against fraud, abuse, and other security threats to our services",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Data Security
988a2936285ecd6902d61d32ef51efb631c77dd5,1,DeepSeek,OpenAI,how to contact us if you have any questions,how to contact us if you have any questions,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,OpenAI_old_PP\20220323134726\privacy.txt,Other
9920f8a1daad35718e349fbf997ca3917abc4ecb,3,OpenAI,xAI,verification: in order to protect your personal information,verification: in order to protect your personal information,OpenAI_PP\20230227230602\privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Data Security
9992cb7cad607cdeadc5a04f2bb5cec8a8cb01e6,3,Alibaba,DeepSeek,how to contact us if you have any questions,how to contact us if you have any questions,Alibaba_old_PP\20250120114200\Qwen.txt,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,Other
99d89c4a26b8f17a17bb2688aea592a90c9d399d,5,AI21,Anthropic,you have the right to know what personal,you have the right to know what personal,AI21_PP\20250729000000\index.txt,Anthropic_PP\20240804093450\privacy.txt,Other
9a2e209ad1cdd3b29d3440199ef249b493de47a6,2,Alibaba,Anthropic,"we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to a prompt. if you rate an output in response to a prompt—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. communication information : if you communicate with us, such as via email or our pages on social media sites, we may collect personal data like your name, contact information, and the contents of","we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to an input (""feedback""). if you rate an output in response to an input—for example, by using the thumbs up/thumbs down icon—we will store the entire related conversation as part of your feedback. you can learn more about how we use feedbackhere. feedback on your use of our services: feedback communication information:if you communicate with us, including via our chatbot on our help site, we collect your name, contact information, and the contents of",Alibaba_old_PP\20250120114200\Qwen.txt,Anthropic_PP\20241219083518\privacy.txt,First-party Data Collection
9a64fa76616b97fd27c94a7add866c6172034169,136,OpenAI,xAI,linkedin. when you interact with our social media,linkedin. when you interact with our social media,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
9a7fc8d380baee76138f333465b7e4bf849cef75,3,OpenAI,xAI,"legal obligations and to protect the rights, privacy, safety, or property of our users, <PROVIDER> , or third parties. we may also aggregate or de-identify personal data so that it no longer identifies you and use this information for the purposes described above, such as to analyze the way our services are being used, to improve and add features to them, and to conduct research. we will maintain and use de-identified information in de-identified form and not attempt to reidentify the information, unless required by law","legal obligations and to protect the rights, privacy, safety, or property of our users, <PROVIDER> , or third-parties. this may include detecting what country you are located in so we can comply with relevant legal obligations. we may aggregate, pseudoanonymize, or de-identify your information so that it no longer identifies you and use this information for the purposes described above, such as to analyze the way our service is being used, to improve and add features to them, and to conduct research. we will maintain and use pseudoanonymized or de-identified information in pseudoanonymized or de-identified form and will not attempt to reidentify the information, unless required by law",OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250710000000\privacy-policy.txt,Identifiability
9ace0d46341edcd1b2608273c77636a80b0527ad,16,Anthropic,OpenAI,"you have the right to lodge a complaint with the supervisory authority in the eu country in which you live or work. a full list of eu supervisory authorities’ contact details is available here . if you live or work in the <JURISDICTION> , you have the right to lodge a complaint with",you have the right to lodge a complaint with,Anthropic_old_PP\20230309171545\legal.txt,OpenAI_PP\20230314210410\privacy-policy.txt,International & Special Audiences
9ad77bd7d1c11fc824faf2353409bb6cdf27ffed,40,OpenAI,xAI,we collect personal information that is included in,we collect personal information that is included in,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
9afc7b44d415aecf1aab7d5ba1e38e00d74cdf3a,5,Anthropic,OpenAI,"perform a contract with you, such as processing","perform a contract with you, such as processing a user’s prompts to provide a response. where necessary to perform a contract with you, such as processing",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Model Training
9b4bf6840c25ae88214254a8a9dc950c1a25c5a3,10,Anthropic,OpenAI,"if you have any questions about this privacy policy, or",if you have any questions about this privacy policy or,Anthropic_PP\20240304151321\privacy.txt,OpenAI_old_PP\20220323134726\privacy.txt,Other
9bc8c0d2e315cd90611f5faf3926642ca6d78b4c,30,OpenAI,xAI,"that is publicly available on the internet, to",that is publicly available on the internet to,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
9c28f43e482aca540e53a61a43bca0773e7ed70b,68,DeepSeek,OpenAI,collect personal information from children under the age of,collect personal information from children under the age of,DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Children's Privacy
9cc8d552f06e9b755dea91e7e4d457e9afb2f338,30,Anthropic,OpenAI,"we collect information about your use of the services, such as the","we collect information about your use of the services, such as the",Anthropic_PP\20240304151321\privacy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,First-party Data Collection
9d49123066405961468518ce07d5328f011e4025,1,OpenAI,xAI,"for details about our use of cookies, please","for details about our use of cookies, please",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250710000000\privacy-policy.txt,First-party Data Collection
9d9df6c1ebcc46f3ea3ea6968cb5c6289f994c2c,1,OpenAI,xAI,to <EMAIL> ⁠. verification. in order to protect your personal,to <EMAIL> . verification: in order to protect your personal,OpenAI_PP\20241203173911\privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Data Security
9d9e35e968f38db037f2479c33d2f46769642c0c,3,Alibaba,OpenAI,"services, and to protect the security of our","services, and to protect the security of our systems and services to prevent fraud, criminal activity, or misuses of our services, and to protect the security of our",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
9dadea67b4e56acefa6f79cb4e00c03d062d82a6,144,OpenAI,xAI,may provide us with aggregate information and analytics,may provide us with aggregate information and analytics,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Identifiability
9dc2b77b29b7d63f3b651b3ff5238daa2e03f675,1,Anthropic,xAI,"subject to certain exceptions. please note that we cannot guarantee the factual accuracy of outputs. if outputs contain factually inaccurate personal data relating to you, you can submit a correction request and we will make every effort to correct this information—but due to the technical complexity of our large language models, it may not always be possible for us to do so. you","subject to certain exceptions. please note that we cannot guarantee the factual accuracy of output from our models. if output contain factually inaccurate personal information relating to you, you can submit a correction request and we will make every effort to correct this information — but due to the technical complexity of our models, it may not always be possible for us to do so. you",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241117131907\privacy-policy.txt,User Access/Edit/Deletion
9e34ef0639d2c033bed928acb73a6c7f2c5c6a39,144,Anthropic,xAI,preventing and enforcing violations of our terms including,"preventing, and enforcing violations of our terms including",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
9e65bb9b177170ad3140ca565cac903c41aa8d49,9,Anthropic,OpenAI,"to communicate with you, including to send you information about our services and events; to",to communicate with you; including to send you information about our services and events; to,Anthropic_PP\20241219083518\privacy.txt,OpenAI_PP\20231114221748\privacy-policy.txt,Other
